,ASIN,name,price,merchantInfo,isPrime,customerReview,customerReviewCount,description,byLineInfo,Kindle Store,Kindle eBooks,Literature & Fiction,features,publisher,publication date,language,file size,texttospeech,screen reader,enhanced typesetting,xray,word wise,sticky notes,print length,best sellers rank,simultaneous device usage,page numbers source isbn,Books,Teen & Young Adult,paperback,isbn13,reading age,item weight,dimensions,Children's Books,Comics & Graphic Novels,hardcover,isbn10,lexile measure,grade level,Genre Fiction,Graphic Novels,Animals,Science Fiction & Fantasy,Fantasy,Science Fiction,Adventure,listening length,author,narrator,whispersync for voice,audiblecom release date,program type,version,United States,Family Life,Computers & Technology,"Mystery, Thriller & Suspense",Thrillers & Suspense,Travel,Specialty Travel,"Fairy Tales, Folk Tales & Myths",History & Criticism,Action & Adventure,Mystery,"Activities, Crafts & Games",Children's eBooks,Growing Up & Facts of Life,"Comics, Manga & Graphic Novels",Historical,History,Manga,Crime,Reference,"Writing, Research & Publishing Guides",Light Novels,Magical Realism,Religions,Australia & Oceania,Sea Stories,Science & Math,Biological Sciences,Romance,Short Stories & Anthologies,Audible Books & Originals,Paranormal & Urban,Contemporary,"TV, Movie, Video Game Adaptations",Humor & Entertainment,Epic,Horror,Dark Fantasy,Paranormal,Urban,Erotica,Mythology & Folk Tales,Myths & Legends,Asian,Cultural Heritage,Arts & Photography,Politics & Social Sciences,Politics & Government,Family Saga,LGBTQ+ Books,Women's Fiction,Police Procedurals,Humor & Satire,Dark Humor,Anthologies,Psychological Thrillers,Biographical,Women Sleuths,Cozy,Crafts & Hobbies,mass market paperback,Suspense,Biographies & Memoirs,True Crime,Crime & Criminal Biographies,Traditional Detectives,Coming of Age,International & World Politics,Russia & Soviet Union,Asia,Education & Teaching,Schools & Teaching,Religion & Spirituality,Spirituality,"Arts, Music & Photography",Engineering & Transportation,Engineering,Americas,Medical Books,Medicine,Parenting & Relationships,Military,Education & Reference,Self-Help,Biographies,Philosophy,Social Sciences,Geography & Cultures,Community & Culture,Business & Money,Management & Leadership,New Age & Spirituality,World,Professionals & Academics,"Crafts, Hobbies & Home",Leaders & Notable People,Pets & Animal Care,"Cookbooks, Food & Wine",Regional & International,Spies & Politics,Political,War,Sociology,World Literature,Latino American,Movies,Psychological,Christian Books & Bibles,Sports & Outdoors,"Science, Nature & How It Works",Office Products,Office & School Supplies,"Tape, Adhesives & Fasteners",Psychology,Architecture,Internal Medicine,Pathology,Forensic Medicine,Home Improvement & Design,Specific Topics,Intelligence & Espionage,Mysticism,leather bound,Alien Invasion,Hard Science Fiction,Metaphysical & Visionary,Technothrillers,Space Opera,Social & Family Issues,Family,Superheroes,Dystopian,Themes,Humorous,#1 in kindle singles,Ghosts,Gothic
32,1736801309,the treasure of peril island: an adventure novel for teens,12.99,ships from and sold by goodwill of north georgia,True,4.4,51.0,the winds of change are about to fill the sails of jack drayton…a penniless young man living on a barge on the thames in 1903 london jack drayton is unsure of where his life is heading he’s trying to decide what to do with himself next when he meets a peculiar stranger needing a ride to shore one evening jack hitches a ride from this stranger who speaks dresses and behaves as though he’s stepped out of another era after jack helps the man escape a fracas in town he tells jack that he is in fact black juan gaskara an infamous pirate and claims that he’s on the run for his lifenow that would be all fine and good except for the fact that the real black juan gaskara would have to be over 112 years old or more logically deaddespite his disbelief however jack is intrigued by the man especially when he learns of the treasure that gaskara has apparently hidden on peril island a place only known to black juanbefore juan is murdered by descendants of the crew he doublecrossed over the loot he leaves jack with a cryptogram and map that will reveal where the treasure is hidden now its up to jack to recover the treasure before black juan’s enemies – who wish to use it to set up a global crime empire – get their hands on it first with his best friend hector at his side jack must venture on the dangerous ocean journey of a lifetime following the cryptic clues to uncover the treasure before gaskara’s foes put an end to his search…and his lifeusing a 1903 novel as the foundation author cw james creates a fastpaced and thrilling historical novel that will capture the imagination of young adult audiences and hold them fast until the very last page perfect for casual readers and bibliophiles alike the treasure of peril island is the kind of book that will ignite one’s love of reading or continue to kindle the existing flame a classic story of adventure mystery pirate curses and hidden treasure this is the optimal book to add to any teen library someday if heaven so wills a good man will find this vast treasure and use it only for a good purpose such is my wish and prayer it has cost me my life and mayhap my soul  seth lake,cw james,,,1.0,[],insundry productions books (june 27 2021),,english,,,,,,,,,266868.0,,,1.0,1.0,224 pages,9781736801307,13  18 years,85 ounces,55 x 051 x 85 inches,,,,1736801309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,B0CMDCMH79,shorty thompson: u.s. marshal: too young to kill: a western adventure novel (shorty thompson: u.s. marshal: tales of the old west book 124),,,True,4.5,980.0, ,paul l thompson,1.0,1.0,1.0,[],ds productions (november 1 2023),november 1 2023,english,1018 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,147 pages,15531.0,unlimited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1717505228,pick your own quest: escape from minecraft,8.99,worthwhile reads,True,4.5,707.0, ,connor hoover,,,,[],createspace independent publishing platform illustrated edition (april 29 2018),,english,,,,,,,,,40210.0,,,1.0,,120 pages,9781717505224,8  12 years,43 ounces,506 x 028 x 781 inches,1.0,,,1717505228,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1665918160,whalefall: a novel,13.99,,True,4.1,1570.0,a usa today bestseller named a best book of 2023 by book riot shelf awareness and npr the martian meets 127 hours in this “astoundingly great” (gillian flynn #1 new york times bestselling author) and scientifically accurate thriller about a scuba diver who’s been swallowed by an eightyfoot sixtyton sperm whale and has only one hour to escape before his oxygen runs outjay gardiner has given himself a fool’s errand—to find the remains of his deceased father in the pacific ocean off the coast of monastery beach he knows it’s a long shot but jay feels it’s the only way for him to lift the weight of guilt he has carried since his dad’s death by suicide the previous year the dive begins well enough but the sudden appearance of a giant squid puts jay in very real jeopardy made infinitely worse by the arrival of a sperm whale looking to feed suddenly jay is caught in the squid’s tentacles and drawn into the whale’s mouth where he is pulled into the first of its four stomachs he quickly realizes he has only one hour before his oxygen tanks run out—one hour to defeat his demons and escape the belly of a whale suspenseful and cinematic whalefall is an “powerfully humane” (owen king new york times bestselling author) thriller about a young man who has given up on life…only to find a reason to live in the most dangerous and unlikely of places ,daniel kraus,,,,[],mtv books (august 8 2023),,english,,,,,,,,,6457.0,,,1.0,,,9781665918169,,104 pounds,6 x 14 x 9 inches,,,336 pages,1665918160,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0062946641,warriors: a shadow in riverclan (warriors graphic novel),10.78,,True,4.8,2012.0,the warrior cats leap off the page in their firstever original fullcolor adventure—a standalone graphic novel set in the wild world of erin hunter’s #1 bestselling warriors serieswhen riverclan fell under the rule of the vicious tigerstar feathertail barely escaped with her life now riverclan is trying to rebuild in unity and peace—even if feathertail isn’t ready to forgive her clanmatesbut when riverclan takes in a rogue cat named sasha and her two kits feathertail must find a way to escape the shadows of the past if she is to be a part of her clan’s futureset after the events of warriors the prophecies begin this actionpacked standalone adventure is perfect for longtime erin hunter fans and new readers alike ,erin hunter,,,,[],harperalley illustrated edition (june 2 2020),,english,,,,,,,,,10923.0,,,1.0,,240 pages,9780062946645,8  12 years,231 pounds,5 x 075 x 7 inches,1.0,,,0062946641,,3  7,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,B0BN6TKD5R,wings of destiny: a uss enterprise naval adventure novel (fightin'est ship in wwii series book 1),,,True,4.3,2334.0,a storm lurks over the horizon… a storm that will change the world foreveron december 7 1941 the united states was thrust into the largest global conflict of all time from adversity rose a generation of heroes both at home and abroad whose courage valor and sacrifice would restore a world gone mad yet not all of wwii’s heroes were flesh and blood… they were also made of steel and forged in the fire of combatthe uss enterprise cv6 was the most decorated ship of wwii she earned 20 battle stars and delivered devastating punch after devastating punch to the empire of japan… and took more than her share of them too this series celebrates the mighty carrier and the men who served her join them on this epic journey across the pacific and through time – you’ll come aboard and sit in the cockpit and sore across the skies in this actionpacked historical adventurein wings of destiny you join a group of pilots and sailors readying for war the clock is ticking and yamamoto’s massive fleet rushes for pearl harbor wing into the skies over hawaii and straight into the most devastating air attack of all time and live the gutwrenching experiences of some of the war’s most famous fighting menguns blaze cannons roar and the skies come alive with warbirds in this first carrier thriller read more ,scott cook,1.0,1.0,1.0,[],spindrift press (november 22 2022),november 22 2022,english,2030 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,130 pages,12755.0,,b0bn7mmq5v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1737419203,the trail: a novel,16.16,,True,4.5,1708.0,a transformative journey on the john muir trailwinner of two literary awardsa next gen indie book award finalistin kirkus reviews best books of 2021 issueunreservedly recommended —midwest book reviewset authentically in the high sierra the trail is a moving story of how nature helps us find what’s missing in our livesthe trail is fused with humor philosophy and trail lore woven in is a back story detailing the origins of the john muir trail a 211mile trail spanning the rooftop of the sierra nevada from yosemite valley to mount whitney the highest peak in the continental united statesthe tale begins with gil who in the wake of his father’s death and recently fired from his job agrees to accompany his father’s old hiking partner syd on a monthlong trek on the john muir trail there’s just one problem gil hates camping and is woefully unprepared for the rigors of the journey moreover he soon learns syd may not survive the hikeformer sierra club leader ethan gallogly takes you on a wild tour across the range of light describing its glorious scenery in vivid detail while introducing you to a diverse cast of characters drawn from his own personal experiences as a hikerit’s a beautifully crafted book with 43 maps and sketches by acclaimed mountain illustrator jeremy ashcroft showing the topography of each section in clear threedimensional renderings and peppered with drawings of the trail’s iconic scenery like the muir hut the rock monster and evolution lakewhether you’re a hiker armchair explorer or someone trying to find what’s really meaningful in life—this book is for youpraise for the trail“the author shines in his descriptions of the natural world a subtle and vivid tale of finding peace in the great outdoors”—kirkus reviewsexceptional original entertaining informative and an inherently fascinating read from cover to cover the trail is especially and unreservedly recommended—midwest book reviewfantastic entertaining the trail will no doubt make readers want to go hiking in the great wilderness—reader reviews“it’s a fantastic book everything rings true i already have several people i plan to give copies to”—elizabeth wenk author of the bestselling john muir trail guidebook“a walk in the woods meets zen and the art of motorcycle maintenance”—peter snow cao bike china adventures“ethan gallogly has created a wonderful blend of high sierra history eloquent descriptions of the range’s glorious scenery and fascinating vignettes of the diverse characters who roam the john muir trail”—steve roper sierra historian mountaineer and author of sierra high route“the trail leaves the reader with a poignant picture of how nature can heal and reconstruct us”—alyssa matesic asm editorialabout the authorethan gallogly phd (“po”) has been a leader in the sierra club the cal hiking and outdoors society (chaos) at uc berkeley and the outdoors club of southern california his boots have covered countless miles including the john muir trail the high sierra trail the oregon section of the pacific crest trail and the theodore solomons trail he was a reviewer for the wilderness press guides sierra north sierra south and yosemite national park and has read nearly every book on the history of the sierra nevadagallogly is a modernday thoreau weaving together the majesty of nature with a philosophical sense of humanityfans of bill bryson’s a walk in the woods and ben montgomery’s grandma gatewood’s walk will love this amazon hot new release read more ,ethan gallogly,,,,[],sierra nevada press (february 27 2022),,english,,,,,,,,,12518.0,,,1.0,,364 pages,9781737419204,,118 pounds,6 x 091 x 9 inches,,,,1737419203,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,B0CFLN7FY6,war wounds an explosive action packed military aviation thriller adventure novel (military aviation thrillers),,,True,3.8,72.0, ,richard townshend bickers,1.0,1.0,1.0,[],lume books historical fiction military thrillers (august 13 2023),august 13 2023,english,2839 kb,enabled,supported,enabled,not enabled,enabled,on kindle scribe,174 pages,183431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,B0BV134G7Q,reincarnated as a sword (light novel) vol. 12,8.99,,True,4.8,376.0,the capital burns fran and teacher successfully destroyed the sword of mad faith fanatix which was wreaking havoc in granzell however its remaining shards have brainwashed velmeria and shes now going on a rampage through the city will the beastgirl and her sword have to challenge fanatix to a rematch to stop the madness ,yuu tanaka,1.0,1.0,,[],airship (seven seas) (march 9 2023),march 9 2023,english,18665 kb,enabled,supported,enabled,not enabled,enabled,on kindle scribe,281 pages,99102.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1338730851,wings of fire: the brightest night: a graphic novel (wings of fire graphic novel #5) (wings of fire graphix),10.19,sold by gatecitybooks and fulfilled by amazon,True,4.9,5559.0, wings of fire coloring book wings of fire how to draw wings of fire creative guide wings of fire a guide to the dragon world city of dragons graphic novel #1 battle dragons #1 great reads for fanwings spread your creative wings and soar in this official coloring book based on the bestselling wings of fire books learn how to draw all your favorite dragons in this official book based on the hit wings of fire series by tui t sutherland write your legend draw your destiny and take flight the legend starts with you soar to even greater heights with this allnew collection of stories and art from readers favorite dragon world grace and her friends must protect a newly hatched dragon from mysterious evildoers in a modern megacity built around dragons one boy gets caught up in the world of underground dragon battles and a war that could tear his family apart,tui t sutherland,,,,[],graphix (december 28 2021),,english,,,,,,,,,864.0,,,1.0,,224 pages,9781338730852,9  11 years from customers,231 pounds,6 x 075 x 9 inches,1.0,,,1338730851,,3  7,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1338896431,dog man: the scarlet shedder: a graphic novel (dog man #12): from the creator of captain underpants,10.49,,True,,0.0,our canine superhero returns in dog man the scarlet shedder the suspenseful and hilarious twelfth graphic novel in the #1 worldwide bestselling series by awardwinning author and illustrator dav pilkeypu dog man got sprayed by a skunk after being dunked in tomato juice the stink is gone but the scarlet red color remains now exiled this spunky superhero must struggle to save the citizens who shunned him will the ends justify the means for petey whos reluctantly pulled back into a life of crime in order to help dog man and who will step forward when an allnew neverbeforeseen villain unleashes an army of ai robotsthe fun and creativity continue with dog man with love the official coloring book and for more heartfelt graphic novel adventures join flippy and lil petey in the cat kid comic club series and dont forget the series that started it all captain underpants ,dav pilkey,,,,[],graphix (march 19 2024),,english,,,,,,,,,19.0,,,1.0,,,9781338896435,7 years and up,125 pounds,577 x 076 x 856 inches,1.0,1.0,224 pages,1338896431,gn320l,2  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,B0948LPG76,alice in wonderland: the original 1865 edition with complete illustrations by sir john tenniel (a classic novel of lewis carroll),5.97,,True,4.7,2664.0, ,lewis carroll,,,1.0,[],independently published (may 6 2021),,english,,,,,,,,,3688.0,,,1.0,,101 pages,9798749522310,7+ years from customers,0634 ounces,6 x 023 x 9 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,B0CQKKWMSZ,gone to texas: a western adventure novel (the stirling family saga book 1),,,True,4.4,1145.0, ,c wayne winkle,1.0,1.0,1.0,[],ds productions (december 17 2023),december 17 2023,english,1974 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,112 pages,1495.0,unlimited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,B0000YSH3I,prey,,,True,4.3,4482.0,in the nevada desert an experiment has gone horribly wrong a cloud of nanoparticles (microrobots) has escaped from the laboratory this cloud is selfsustaining and selfreproducing it is intelligent and learns from experience for all practical purposes it is alive it has been programmed as a predator it is evolving swiftly becoming more deadly with each passing hour every attempt to destroy it has failed and we are the prey as fresh as todays headlines michael crichtons most compelling novel yet tells the story of a mechanical plague and the desperate efforts of a handful of scientists to stop it drawing on uptotheminute scientific fact prey takes us into the emerging realms of nanotechnology and artificial distributed intelligence in a story of breathtaking suspense prey is a novel you cant pause because time is running out read more ,michael crichton,,,1.0,[],harperaudio,,english,,,,,,,,,8738.0,,,1.0,,,,,,,,,,,,,,,,,,,,12 hours and 50 minutes,michael crichton,george wilson,ready,november 07 2003,audiobook,unabridged,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
